infinitive,English Translation,Irregular,present 1p-s,present 2p-s,present 3p-s,present 1p-p,present 2p-p,present 3p-p,imperfect 1p-s,imperfect 2p-s,imperfect 3p-s,imperfect 1p-p,imperfect 2p-p,imperfect 3p-p,passe simple 1p-s,passe simple 2p-s,passe simple 3p-s,passe simple 1p-p,passe simple 2p-p,passe simple 3p-p,simple future 1p-s,simple future 2p-s,simple future 3p-s,simple future 1p-p,simple future 2p-p,simple future 3p-p,conditional 1p-s,conditional 2p-s,conditional 3p-s,conditional 1p-p,conditional 2p-p,conditional 3p-p,subjunctive 1p-s,subjunctive 2p-s,subjunctive 3p-s,subjunctive 1p-p,subjunctive 2p-p,subjunctive 3p-p,imperfect subjunctive 1p-s,imperfect subjunctive 2p-s,imperfect subjunctive 3p-s,imperfect subjunctive 1p-p,imperfect subjunctive 2p-p,imperfect subjunctive 3p-p,imperative 1p-s,imperative 2p-s,imperative 3p-s,imperative 1p-p,imperative 2p-p,imperative 3p-p,passe compose 1p-s,passe compose 2p-s,passe compose 3p-s,passe compose 1p-p,passe compose 2p-p,passe compose 3p-p,past perfect 1p-s,past perfect 2p-s,past perfect 3p-s,past perfect 1p-p,past perfect 2p-p,past perfect 3p-p,future perfect 1p-s,future perfect 2p-s,future perfect 3p-s,future perfect 1p-p,future perfect 2p-p,future perfect 3p-p,past conditional 1p-s,past conditional 2p-s,past conditional 3p-s,past conditional 1p-p,past conditional 2p-p,past conditional 3p-p,past subjunctive 1p-s,past subjunctive 2p-s,past subjunctive 3p-s,past subjunctive 1p-p,past subjunctive 2p-p,past subjunctive 3p-p,pluperfect subjunctive 1p-s,pluperfect subjunctive 2p-s,pluperfect subjunctive 3p-s,pluperfect subjunctive 1p-p,pluperfect subjunctive 2p-p,pluperfect subjunctive 3p-p,past anterior 1p-s,past anterior 2p-s,past anterior 3p-s,past anterior 1p-p,past anterior 2p-p,past anterior 3p-p,imperative 1p-s,past imperative 2p-s,imperative 3p-s,past imperative 1p-p,past imperative 2p-p,imperative 3p-p,gerund
offrir,to offer,TRUE,offre,offres,offre,offrons,offrez,offrent,offrais,offrais,offrait,offrions,offriez,offraient,offris,offris,offrit,offrîmes,offrîtes,offrirent,offrirai,offriras,offrira,offrirons,offrirez,offriront,offrirais,offrirais,offrirait,offririons,offririez,offriraient,offre,offres,offre,offrions,offriez,offrent,offrisse,offrisses,offrît,offrissions,offrissiez,offrissent,N/A,offre,N/A,offrons,offrez,N/A,ai offert,as offert,a offert,avons offert,avez offert,ont offert,avais offert,avais offert,avait offert,avions offert,aviez offert,avaient offert,aurai offert,auras offert,aura offert,aurons offert,aurez offert,auront offert,aurais offert,aurais offert,aurait offert,aurions offert,auriez offert,auraient offert,aie offert,aies offert,ait offert,ayons offert,ayez offert,aient offert,eusse offert,eusses offert,eût offert,eussions offert,eussiez offert,eussent offert,eus offert,eus offert,eut offert,eûmes offert,eûtes offert,eurent offert,N/A,aie offert,N/A,ayons offert,ayez offert,N/A,offrant
peler,to peel,FALSE,pèle,pèles,pèle,pelons,pelez,pèlent,pelais,pelais,pelait,pelions,peliez,pelaient,pelai,pelas,pela,pelâmes,pelâtes,pelèrent,pèlerai,pèleras,pèlera,pèlerons,pèlerez,pèleront,pèlerais,pèlerais,pèlerait,pèlerions,pèleriez,pèleraient,pèle,pèles,pèle,pelions,peliez,pèlent,pelasse,pelasses,pelât,pelassions,pelassiez,pelassent,N/A,pèle,N/A,pelons,pelez,N/A,ai pelé,as pelé,a pelé,avons pelé,avez pelé,ont pelé,avais pelé,avais pelé,avait pelé,avions pelé,aviez pelé,avaient pelé,aurai pelé,auras pelé,aura pelé,aurons pelé,aurez pelé,auront pelé,aurais pelé,aurais pelé,aurait pelé,aurions pelé,auriez pelé,auraient pelé,aie pelé,aies pelé,ait pelé,ayons pelé,ayez pelé,aient pelé,eusse pelé,eusses pelé,eût pelé,eussions pelé,eussiez pelé,eussent pelé,eus pelé,eus pelé,eut pelé,eûmes pelé,eûtes pelé,eurent pelé,N/A,aie pelé,N/A,ayons pelé,ayez pelé,N/A,pelant
occlure,to occlude,TRUE,occlus,occlus,occlut,occluons,occluez,occluent,occluais,occluais,occluait,occluions,occluiez,occluaient,occlus,occlus,occlut,occlûmes,occlûtes,occlurent,occlurai,occluras,occlura,occlurons,occlurez,occluront,occlurais,occlurais,occlurait,occlurions,occluriez,occluraient,occlue,occlues,occlue,occluions,occluiez,occluent,occlusse,occlusses,occlût,occlussions,occlussiez,occlussent,N/A,occlus,N/A,occluons,occluez,N/A,ai occlus,as occlus,a occlus,avons occlus,avez occlus,ont occlus,avais occlus,avais occlus,avait occlus,avions occlus,aviez occlus,avaient occlus,aurai occlus,auras occlus,aura occlus,aurons occlus,aurez occlus,auront occlus,aurais occlus,aurais occlus,aurait occlus,aurions occlus,auriez occlus,auraient occlus,aie occlus,aies occlus,ait occlus,ayons occlus,ayez occlus,aient occlus,eusse occlus,eusses occlus,eût occlus,eussions occlus,eussiez occlus,eussent occlus,eus occlus,eus occlus,eut occlus,eûmes occlus,eûtes occlus,eurent occlus,N/A,aie occlus,N/A,ayons occlus,ayez occlus,N/A,occluant
omettre,to omit,TRUE,omets,omets,omet,omettons,omettez,omettent,omettais,omettais,omettait,omettions,omettiez,omettaient,omis,omis,omit,omîmes,omîtes,omirent,omettrai,omettras,omettra,omettrons,omettrez,omettront,omettrais,omettrais,omettrait,omettrions,omettriez,omettraient,omette,omettes,omette,omettions,omettiez,omettent,omisse,omisses,omît,omissions,omissiez,omissent,N/A,omets,N/A,omettons,omettez,N/A,ai omis,as omis,a omis,avons omis,avez omis,ont omis,avais omis,avais omis,avait omis,avions omis,aviez omis,avaient omis,aurai omis,auras omis,aura omis,aurons omis,aurez omis,auront omis,aurais omis,aurais omis,aurait omis,aurions omis,auriez omis,auraient omis,aie omis,aies omis,ait omis,ayons omis,ayez omis,aient omis,eusse omis,eusses omis,eût omis,eussions omis,eussiez omis,eussent omis,eus omis,eus omis,eut omis,eûmes omis,eûtes omis,eurent omis,N/A,aie omis,N/A,ayons omis,ayez omis,N/A,omettant
peigner,to comb,FALSE,peigne,peignes,peigne,peignons,peignez,peignent,peignais,peignais,peignait,peignions,peigniez,peignaient,peignai,peignas,peigna,peignâmes,peignâtes,peignèrent,peignerai,peigneras,peignera,peignerons,peignerez,peigneront,peignerais,peignerais,peignerait,peignerions,peigneriez,peigneraient,peigne,peignes,peigne,peignions,peigniez,peignent,peignasse,peignasses,peignât,peignassions,peignassiez,peignassent,N/A,peigne,N/A,peignons,peignez,N/A,ai peigné,as peigné,a peigné,avons peigné,avez peigné,ont peigné,avais peigné,avais peigné,avait peigné,avions peigné,aviez peigné,avaient peigné,aurai peigné,auras peigné,aura peigné,aurons peigné,aurez peigné,auront peigné,aurais peigné,aurais peigné,aurait peigné,aurions peigné,auriez peigné,auraient peigné,aie peigné,aies peigné,ait peigné,ayons peigné,ayez peigné,aient peigné,eusse peigné,eusses peigné,eût peigné,eussions peigné,eussiez peigné,eussent peigné,eus peigné,eus peigné,eut peigné,eûmes peigné,eûtes peigné,eurent peigné,N/A,aie peigné,N/A,ayons peigné,ayez peigné,N/A,peignant
paraître,to seem,TRUE,parais,parais,paraît,paraissons,paraissez,paraissent,paraissais,paraissais,paraissait,paraissions,paraissiez,paraissaient,parus,parus,parut,parûmes,parûtes,parurent,paraîtrai,paraîtras,paraîtra,paraîtrons,paraîtrez,paraîtront,paraîtrais,paraîtrais,paraîtrait,paraîtrions,paraîtriez,paraîtraient,paraisse,paraisses,paraisse,paraissions,paraissiez,paraissent,parusse,parusses,parût,parussions,parussiez,parussent,N/A,parais,N/A,paraissons,paraissez,N/A,ai paru,as paru,a paru,avons paru,avez paru,ont paru,avais paru,avais paru,avait paru,avions paru,aviez paru,avaient paru,aurai paru,auras paru,aura paru,aurons paru,aurez paru,auront paru,aurais paru,aurais paru,aurait paru,aurions paru,auriez paru,auraient paru,aie paru,aies paru,ait paru,ayons paru,ayez paru,aient paru,eusse paru,eusses paru,eût paru,eussions paru,eussiez paru,eussent paru,eus paru,eus paru,eut paru,eûmes paru,eûtes paru,eurent paru,N/A,aie paru,N/A,ayons paru,ayez paru,N/A,paraissant
percevoir,to perceive,TRUE,perçois,perçois,perçoit,percevons,percevez,perçoivent,percevais,percevais,percevait,percevions,perceviez,percevaient,perçus,perçus,perçut,perçûmes,perçûtes,perçurent,percevrai,percevras,percevra,percevrons,percevrez,percevront,percevrais,percevrais,percevrait,percevrions,percevriez,percevraient,perçoive,perçoives,perçoive,percevions,perceviez,perçoivent,perçusse,perçusses,perçût,perçussions,perçussiez,perçussent,N/A,perçois,N/A,percevons,percevez,N/A,ai perçu,as perçu,a perçu,avons perçu,avez perçu,ont perçu,avais perçu,avais perçu,avait perçu,avions perçu,aviez perçu,avaient perçu,aurai perçu,auras perçu,aura perçu,aurons perçu,aurez perçu,auront perçu,aurais perçu,aurais perçu,aurait perçu,aurions perçu,auriez perçu,auraient perçu,aie perçu,aies perçu,ait perçu,ayons perçu,ayez perçu,aient perçu,eusse perçu,eusses perçu,eût perçu,eussions perçu,eussiez perçu,eussent perçu,eus perçu,eus perçu,eut perçu,eûmes perçu,eûtes perçu,eurent perçu,N/A,aie perçu,N/A,ayons perçu,ayez perçu,N/A,percevant
payer,to pay,FALSE,paye;paie,payes;paies,paye;paie,payons,payez,payent;paient,payais,payais,payait,payions,payiez,payaient,payai,payas,paya,payâmes,payâtes,payèrent,payerai;paierai,payeras;paieras,payera;paiera,payerons;paierons,payerez;paierez,payeront;paieront,payerais;paierais,payerais;paierais,payerait;paierait,payerions;paierions,payeriez;paieriez,payeraient;paieraient,paye;paie,payes;paies,paye;paie,payions,payiez,payent;paient,payasse,payasses,payât,payassions,payassiez,payassent,N/A,paye;paie,N/A,payons,payez,N/A,ai payé,as payé,a payé,avons payé,avez payé,ont payé,avais payé,avais payé,avait payé,avions payé,aviez payé,avaient payé,aurai payé,auras payé,aura payé,aurons payé,aurez payé,auront payé,aurais payé,aurais payé,aurait payé,aurions payé,auriez payé,auraient payé,aie payé,aies payé,ait payé,ayons payé,ayez payé,aient payé,eusse payé,eusses payé,eût payé,eussions payé,eussiez payé,eussent payé,eus payé,eus payé,eut payé,eûmes payé,eûtes payé,eurent payé,N/A,aie payé,N/A,ayons payé,ayez payé,N/A,payant
pécher,to sin,FALSE,pèche,pèches,pèche,péchons,péchez,pèchent,péchais,péchais,péchait,péchions,péchiez,péchaient,péchai,péchas,pécha,péchâmes,péchâtes,péchèrent,pècherai;pécherai,pècheras;pécheras,pèchera;péchera,pècherons;pécherons,pècherez;pécherez,pècheront;pécheront,pècherais;pécherais,pècherais;pécherais,pècherait;pécherait,pècherions;pécherions,pècheriez;pécheriez,pècheraient;pécheraient,pèche,pèches,pèche,péchions,péchiez,pèchent,péchasse,péchasses,péchât,péchassions,péchassiez,péchassent,N/A,pèche,N/A,péchons,péchez,N/A,ai péché,as péché,a péché,avons péché,avez péché,ont péché,avais péché,avais péché,avait péché,avions péché,aviez péché,avaient péché,aurai péché,auras péché,aura péché,aurons péché,aurez péché,auront péché,aurais péché,aurais péché,aurait péché,aurions péché,auriez péché,auraient péché,aie péché,aies péché,ait péché,ayons péché,ayez péché,aient péché,eusse péché,eusses péché,eût péché,eussions péché,eussiez péché,eussent péché,eus péché,eus péché,eut péché,eûmes péché,eûtes péché,eurent péché,N/A,aie péché,N/A,ayons péché,ayez péché,N/A,péchant
perdre,to lose,TRUE,perds,perds,perd,perdons,perdez,perdent,perdais,perdais,perdait,perdions,perdiez,perdaient,perdis,perdis,perdit,perdîmes,perdîtes,perdirent,perdrai,perdras,perdra,perdrons,perdrez,perdront,perdrais,perdrais,perdrait,perdrions,perdriez,perdraient,perde,perdes,perde,perdions,perdiez,perdent,perdisse,perdisses,perdît,perdissions,perdissiez,perdissent,N/A,perds,N/A,perdons,perdez,N/A,ai perdu,as perdu,a perdu,avons perdu,avez perdu,ont perdu,avais perdu,avais perdu,avait perdu,avions perdu,aviez perdu,avaient perdu,aurai perdu,auras perdu,aura perdu,aurons perdu,aurez perdu,auront perdu,aurais perdu,aurais perdu,aurait perdu,aurions perdu,auriez perdu,auraient perdu,aie perdu,aies perdu,ait perdu,ayons perdu,ayez perdu,aient perdu,eusse perdu,eusses perdu,eût perdu,eussions perdu,eussiez perdu,eussent perdu,eus perdu,eus perdu,eut perdu,eûmes perdu,eûtes perdu,eurent perdu,N/A,aie perdu,N/A,ayons perdu,ayez perdu,N/A,perdant
peindre,to paint,TRUE,peins,peins,peint,peignons,peignez,peignent,peignais,peignais,peignait,peignions,peigniez,peignaient,peignis,peignis,peignit,peignîmes,peignîtes,peignirent,peindrai,peindras,peindra,peindrons,peindrez,peindront,peindrais,peindrais,peindrait,peindrions,peindriez,peindraient,peigne,peignes,peigne,peignions,peigniez,peignent,peignisse,peignisses,peignît,peignissions,peignissiez,peignissent,N/A,peins,N/A,peignons,peignez,N/A,ai peint,as peint,a peint,avons peint,avez peint,ont peint,avais peint,avais peint,avait peint,avions peint,aviez peint,avaient peint,aurai peint,auras peint,aura peint,aurons peint,aurez peint,auront peint,aurais peint,aurais peint,aurait peint,aurions peint,auriez peint,auraient peint,aie peint,aies peint,ait peint,ayons peint,ayez peint,aient peint,eusse peint,eusses peint,eût peint,eussions peint,eussiez peint,eussent peint,eus peint,eus peint,eut peint,eûmes peint,eûtes peint,eurent peint,N/A,aie peint,N/A,ayons peint,ayez peint,N/A,peignant
pardonner,to forgive,FALSE,pardonne,pardonnes,pardonne,pardonnons,pardonnez,pardonnent,pardonnais,pardonnais,pardonnait,pardonnions,pardonniez,pardonnaient,pardonnai,pardonnas,pardonna,pardonnâmes,pardonnâtes,pardonnèrent,pardonnerai,pardonneras,pardonnera,pardonnerons,pardonnerez,pardonneront,pardonnerais,pardonnerais,pardonnerait,pardonnerions,pardonneriez,pardonneraient,pardonne,pardonnes,pardonne,pardonnions,pardonniez,pardonnent,pardonnasse,pardonnasses,pardonnât,pardonnassions,pardonnassiez,pardonnassent,N/A,pardonne,N/A,pardonnons,pardonnez,N/A,ai pardonné,as pardonné,a pardonné,avons pardonné,avez pardonné,ont pardonné,avais pardonné,avais pardonné,avait pardonné,avions pardonné,aviez pardonné,avaient pardonné,aurai pardonné,auras pardonné,aura pardonné,aurons pardonné,aurez pardonné,auront pardonné,aurais pardonné,aurais pardonné,aurait pardonné,aurions pardonné,auriez pardonné,auraient pardonné,aie pardonné,aies pardonné,ait pardonné,ayons pardonné,ayez pardonné,aient pardonné,eusse pardonné,eusses pardonné,eût pardonné,eussions pardonné,eussiez pardonné,eussent pardonné,eus pardonné,eus pardonné,eut pardonné,eûmes pardonné,eûtes pardonné,eurent pardonné,N/A,aie pardonné,N/A,ayons pardonné,ayez pardonné,N/A,pardonnant
oublier,to forget,FALSE,oublie,oublies,oublie,oublions,oubliez,oublient,oubliais,oubliais,oubliait,oubliions,oubliiez,oubliaient,oubliai,oublias,oublia,oubliâmes,oubliâtes,oublièrent,oublierai,oublieras,oubliera,oublierons,oublierez,oublieront,oublierais,oublierais,oublierait,oublierions,oublieriez,oublieraient,oublie,oublies,oublie,oubliions,oubliiez,oublient,oubliasse,oubliasses,oubliât,oubliassions,oubliassiez,oubliassent,N/A,oublie,N/A,oublions,oubliez,N/A,ai oublié,as oublié,a oublié,avons oublié,avez oublié,ont oublié,avais oublié,avais oublié,avait oublié,avions oublié,aviez oublié,avaient oublié,aurai oublié,auras oublié,aura oublié,aurons oublié,aurez oublié,auront oublié,aurais oublié,aurais oublié,aurait oublié,aurions oublié,auriez oublié,auraient oublié,aie oublié,aies oublié,ait oublié,ayons oublié,ayez oublié,aient oublié,eusse oublié,eusses oublié,eût oublié,eussions oublié,eussiez oublié,eussent oublié,eus oublié,eus oublié,eut oublié,eûmes oublié,eûtes oublié,eurent oublié,N/A,aie oublié,N/A,ayons oublié,ayez oublié,N/A,oubliant
pénétrer,to enter,FALSE,pénètre,pénètres,pénètre,pénétrons,pénétrez,pénètrent,pénétrais,pénétrais,pénétrait,pénétrions,pénétriez,pénétraient,pénétrai,pénétras,pénétra,pénétrâmes,pénétrâtes,pénétrèrent,pénètrerai;pénétrerai,pénètreras;pénétreras,pénètrera;pénétrera,pénètrerons;pénétrerons,pénètrerez;pénétrerez,pénètreront;pénétreront,pénètrerais;pénétrerais,pénètrerais;pénétrerais,pénètrerait;pénétrerait,pénètrerions;pénétrerions,pénètreriez;pénétreriez,pénètreraient;pénétreraient,pénètre,pénètres,pénètre,pénétrions,pénétriez,pénètrent,pénétrasse,pénétrasses,pénétrât,pénétrassions,pénétrassiez,pénétrassent,N/A,pénètre,N/A,pénétrons,pénétrez,N/A,ai pénétré,as pénétré,a pénétré,avons pénétré,avez pénétré,ont pénétré,avais pénétré,avais pénétré,avait pénétré,avions pénétré,aviez pénétré,avaient pénétré,aurai pénétré,auras pénétré,aura pénétré,aurons pénétré,aurez pénétré,auront pénétré,aurais pénétré,aurais pénétré,aurait pénétré,aurions pénétré,auriez pénétré,auraient pénétré,aie pénétré,aies pénétré,ait pénétré,ayons pénétré,ayez pénétré,aient pénétré,eusse pénétré,eusses pénétré,eût pénétré,eussions pénétré,eussiez pénétré,eussent pénétré,eus pénétré,eus pénétré,eut pénétré,eûmes pénétré,eûtes pénétré,eurent pénétré,N/A,aie pénétré,N/A,ayons pénétré,ayez pénétré,N/A,pénétrant
pondre,to lay (an egg),TRUE,ponds,ponds,pond,pondons,pondez,pondent,pondais,pondais,pondait,pondions,pondiez,pondaient,pondis,pondis,pondit,pondîmes,pondîtes,pondirent,pondrai,pondras,pondra,pondrons,pondrez,pondront,pondrais,pondrais,pondrait,pondrions,pondriez,pondraient,ponde,pondes,ponde,pondions,pondiez,pondent,pondisse,pondisses,pondît,pondissions,pondissiez,pondissent,N/A,ponds,N/A,pondons,pondez,N/A,ai pondu,as pondu,a pondu,avons pondu,avez pondu,ont pondu,avais pondu,avais pondu,avait pondu,avions pondu,aviez pondu,avaient pondu,aurai pondu,auras pondu,aura pondu,aurons pondu,aurez pondu,auront pondu,aurais pondu,aurais pondu,aurait pondu,aurions pondu,auriez pondu,auraient pondu,aie pondu,aies pondu,ait pondu,ayons pondu,ayez pondu,aient pondu,eusse pondu,eusses pondu,eût pondu,eussions pondu,eussiez pondu,eussent pondu,eus pondu,eus pondu,eut pondu,eûmes pondu,eûtes pondu,eurent pondu,N/A,aie pondu,N/A,ayons pondu,ayez pondu,N/A,pondant
peser,to weigh,FALSE,pèse,pèses,pèse,pesons,pesez,pèsent,pesais,pesais,pesait,pesions,pesiez,pesaient,pesai,pesas,pesa,pesâmes,pesâtes,pesèrent,pèserai,pèseras,pèsera,pèserons,pèserez,pèseront,pèserais,pèserais,pèserait,pèserions,pèseriez,pèseraient,pèse,pèses,pèse,pesions,pesiez,pèsent,pesasse,pesasses,pesât,pesassions,pesassiez,pesassent,N/A,pèse,N/A,pesons,pesez,N/A,ai pesé,as pesé,a pesé,avons pesé,avez pesé,ont pesé,avais pesé,avais pesé,avait pesé,avions pesé,aviez pesé,avaient pesé,aurai pesé,auras pesé,aura pesé,aurons pesé,aurez pesé,auront pesé,aurais pesé,aurais pesé,aurait pesé,aurions pesé,auriez pesé,auraient pesé,aie pesé,aies pesé,ait pesé,ayons pesé,ayez pesé,aient pesé,eusse pesé,eusses pesé,eût pesé,eussions pesé,eussiez pesé,eussent pesé,eus pesé,eus pesé,eut pesé,eûmes pesé,eûtes pesé,eurent pesé,N/A,aie pesé,N/A,ayons pesé,ayez pesé,N/A,pesant
planter,to plant/to crash (pc),FALSE,plante,plantes,plante,plantons,plantez,plantent,plantais,plantais,plantait,plantions,plantiez,plantaient,plantai,plantas,planta,plantâmes,plantâtes,plantèrent,planterai,planteras,plantera,planterons,planterez,planteront,planterais,planterais,planterait,planterions,planteriez,planteraient,plante,plantes,plante,plantions,plantiez,plantent,plantasse,plantasses,plantât,plantassions,plantassiez,plantassent,N/A,plante,N/A,plantons,plantez,N/A,ai planté,as planté,a planté,avons planté,avez planté,ont planté,avais planté,avais planté,avait planté,avions planté,aviez planté,avaient planté,aurai planté,auras planté,aura planté,aurons planté,aurez planté,auront planté,aurais planté,aurais planté,aurait planté,aurions planté,auriez planté,auraient planté,aie planté,aies planté,ait planté,ayons planté,ayez planté,aient planté,eusse planté,eusses planté,eût planté,eussions planté,eussiez planté,eussent planté,eus planté,eus planté,eut planté,eûmes planté,eûtes planté,eurent planté,N/A,aie planté,N/A,ayons planté,ayez planté,N/A,plantant
pouvoir,to be able,TRUE,peux,peux,peut,pouvons,pouvez,peuvent,pouvais,pouvais,pouvait,pouvions,pouviez,pouvaient,pus,pus,put,pûmes,pûtes,punt,pourrai,pourras,pourra,pourrons,pourz,pourront,pourrais,pourrais,pourrait,pourrions,pourriez,pourraient,puisse,puisses,puisse,puissions,puissiez,puissent,pusse,pusses,pût,pussions,pussiez,pussent,N/A,N/A,N/A,N/A,N/A,N/A,ai pu,as pu,a pu,avons pu,avez pu,ont pu,avais pu,avais pu,avait pu,avions pu,aviez pu,avaient pu,aurai pu,auras pu,aura pu,aurons pu,auz pu,auront pu,aurais pu,aurais pu,aurait pu,aurions pu,auriez pu,auraient pu,aie pu,aies pu,ait pu,ayons pu,ayez pu,aient pu,eusse pu,eusses pu,eût pu,eussions pu,eussiez pu,eussent pu,eus pu,eus pu,eut pu,eûmes pu,eûtes pu,eunt pu,N/A,aie pu,N/A,ayons pu,ayez pu,N/A,pouvant
poindre,to dawn,TRUE,poins,poins,point,poignons,poignez,poignent,poignais,poignais,poignait,poignions,poigniez,poignaient,poignis,poignis,poignit,poignîmes,poignîtes,poignirent,poindrai,poindras,poindra,poindrons,poindrez,poindront,poindrais,poindrais,poindrait,poindrions,poindriez,poindraient,poigne,poignes,poigne,poignions,poigniez,poignent,poignisse,poignisses,poignît,poignissions,poignissiez,poignissent,N/A,poins,N/A,poignons,poignez,N/A,ai point,as point,a point,avons point,avez point,ont point,avais point,avais point,avait point,avions point,aviez point,avaient point,aurai point,auras point,aura point,aurons point,aurez point,auront point,aurais point,aurais point,aurait point,aurions point,auriez point,auraient point,aie point,aies point,ait point,ayons point,ayez point,aient point,eusse point,eusses point,eût point,eussions point,eussiez point,eussent point,eus point,eus point,eut point,eûmes point,eûtes point,eurent point,N/A,aie point,N/A,ayons point,ayez point,N/A,poignant
